node_id,lat,lon,incident_streets
98774457,29.0741393,-81.953441,58th Avenue
98774739,29.2848754,-82.1074947,Northeast 22nd Court;Northeast 92nd Place
98775024,29.047726,-81.965757,Southeast 112th Avenue Road
98775026,29.048159,-81.965752,
98775345,29.3065127,-81.9757626,
98775360,29.305046,-81.9761024,
98775404,29.1055623,-81.6510028,
98775418,29.107339,-81.649204,
98775475,29.2272094,-82.0998763,Northeast 27th Court
98775572,29.1558025,-82.0812043,Southeast 32nd Place;Southeast 39th Avenue
98775624,29.0458766,-81.9143782,Bay Court Pass;Guava Terrace Track
98775625,29.0463521,-81.9151605,Bay Court Pass;Southeast 141st Avenue Road
98775628,29.047138,-81.913409,Guava Terrace Track;Guava Terrace Trail
98775647,29.0306078,-81.8830012,Malauka Pass Course;Malauka Pass Court
98775649,29.0306106,-81.8834687,
98775760,29.1919715,-82.1402629,Northwest 4th Avenue
98775857,29.1537994,-81.8798796,Southeast 164th Terrace
98775866,28.9637862,-82.098932,
98775868,28.9642382,-82.098152,Southeast 18th Court
98775870,28.9645157,-82.097415,
98775999,29.244743,-82.0966169,Northeast 56th Street
98776006,29.2387686,-81.8581118,Northeast 49th Street Road
